event_id,entity_id,entity_type,timestamp,source_ip,geo_location,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,protocol,label,is_anomaly,anomaly_type,attack_notes,hour,day_of_week,is_weekend,is_off_hours,failed_auth,baseline_event_count,hour_deviation,bytes_zscore,new_location,new_resource,new_device,new_source_ip,new_command_sequence,baseline_source,concept_drift_adapted,source_ip_attempts_1h,source_ip_unique_entities_1h,entity_events_24h,entity_history_count,cold_start_entity,distance_from_previous_km,travel_speed_kmh,impossible_travel_flag,isolation_risk,supervised_anomaly_probability,cold_start_safe_context,risk_score,risk_tier,predicted_anomaly,evaluation_partition,predicted_attack_type,explanation
evt_000011,user_020,user,2026-06-01 08:42:37,10.29.237.93,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,59,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,278853,HTTPS,normal,0,none,Expected behavioural baseline,8,0,0,0,0,34,0.0,0.0491894540493974,0,0,0,0,0,entity,0,2,1,3,2,1,0.0,0.0,0,0.29141784424394424,0.000564016223832172,1,13.14,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000012,user_036,user,2026-06-01 09:09:01,10.18.152.18,"Mumbai, IN",19.076,72.8777,email,token,failure,0,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,302769,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,1,30,1.0,0.1890308688558979,0,0,0,0,0,entity,0,1,1,2,1,1,0.0,0.0,0,0.8293181481740566,0.0016223803078741828,0,37.41,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000013,user_035,user,2026-06-01 09:16:26,10.150.122.129,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,90,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,82682,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,34,1.0,1.1178183244985822,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.1406993945248518,0.0007806285888870405,1,6.37,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000014,user_002,user,2026-06-01 09:24:26,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,45,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,199014,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,30,1.0,0.3037048057810967,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.17302751326986124,0.0007806285888870405,1,7.83,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000015,svc_049,service_account,2026-06-01 09:34:58,10.231.91.54,"New York, US",40.7128,-74.006,database_read,token,success,40,token_auth > api_read > api_write > logout,Linux-Server|service-agent,347159,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,25,0.0,0.8570309216209643,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.2228564356752211,0.00046528482691671224,1,10.05,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000016,user_035,user,2026-06-01 09:36:12,10.150.122.129,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,password,success,114,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,291814,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,34,1.0,0.2126215015729987,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.2338512541777708,0.0009645244295106461,1,10.58,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000017,user_034,user,2026-06-01 09:43:49,10.49.75.56,"Tokyo, JP",35.6762,139.65,project_share,token,success,22,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,268230,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,27,1.0,0.1882491320526272,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.2043825750175819,0.0007806285888870405,1,9.24,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000018,svc_054,service_account,2026-06-01 09:47:34,10.169.49.103,"Hyderabad, IN",17.385,78.4867,database_read,token,success,38,token_auth > api_read > api_write > logout,Linux-Server|service-agent,201068,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,32,1.0,0.3621400005206643,0,0,0,0,0,entity,0,1,1,5,4,1,0.0,0.0,0,0.2037436674622835,6.47766212382381e-05,1,9.17,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000019,user_036,user,2026-06-01 09:50:56,10.18.152.18,"Mumbai, IN",19.076,72.8777,analytics_dashboard,token,success,139,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,156557,HTTPS,normal,0,none,Expected behavioural baseline,9,0,0,0,0,30,1.0,0.8480641179042728,0,0,0,0,0,entity,0,2,1,3,2,1,0.0,0.0,0,0.09389065056443036,0.0003801203832085662,1,4.25,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000020,svc_049,service_account,2026-06-01 10:08:21,10.231.91.54,"New York, US",40.7128,-74.006,backup_service,token,success,11,token_auth > api_read > api_write > logout,Linux-Server|service-agent,423659,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,25,1.0,1.4237082382670638,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.2342601913951603,0.00046528482691671224,1,10.57,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000021,user_027,user,2026-06-01 10:10:26,10.201.121.207,"Tokyo, JP",35.6762,139.65,email,token,success,91,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,344676,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,23,1.0,0.6561453353388511,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.12999696009689274,0.0007806285888870405,1,5.89,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000022,user_033,user,2026-06-01 10:12:15,10.238.200.201,"Singapore, SG",1.3521,103.8198,project_share,token,success,5,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,345882,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,27,2.0,0.3435711108694432,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.24830029835582973,0.008280704147669153,1,11.63,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000023,user_029,user,2026-06-01 10:14:56,10.64.49.49,"New York, US",40.7128,-74.006,analytics_dashboard,token,success,79,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,165779,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,25,1.0,0.95506266867435,0,0,0,0,0,entity,0,1,1,2,1,1,0.0,0.0,0,0.0,0.0007806285888870405,1,0.04,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000024,user_040,user,2026-06-01 10:17:41,10.138.54.130,"Mumbai, IN",19.076,72.8777,project_share,password,success,19,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,325906,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,24,0.5,0.6755232318475831,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.24700235681760088,0.0009645244295106461,1,11.17,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000025,user_023,user,2026-06-01 10:37:09,10.103.171.167,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,password,success,151,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,205490,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,26,2.0,0.2650539436387096,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.26224352163547254,0.0002486724618618439,1,11.81,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000026,device_060,edge_device,2026-06-01 10:40:29,10.104.178.76,"Singapore, SG",1.3521,103.8198,telemetry_endpoint,certificate,success,128,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,420948,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,26,3.0,0.9312610223942784,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.4285533149959331,6.47766212382381e-05,1,19.29,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000027,user_015,user,2026-06-01 10:42:55,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,token,success,73,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,15696,HTTPS,normal,0,none,Expected behavioural baseline,10,0,0,0,0,29,0.0,1.2371114941816097,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.26033317058103256,0.0007806285888870405,1,11.76,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000028,svc_053,service_account,2026-06-01 11:02:07,10.210.235.118,"Hyderabad, IN",17.385,78.4867,api_gateway,token,success,158,token_auth > api_read > api_write > logout,Linux-Server|service-agent,86828,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,25,0.0,0.570503009109213,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.25619806634932235,0.00046528482691671224,1,11.55,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000029,user_027,user,2026-06-01 11:06:16,10.201.121.207,"Tokyo, JP",35.6762,139.65,crm,token,success,101,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,157692,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,23,0.0,0.701090376230242,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.269882541176745,0.0007806285888870405,1,12.19,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000030,user_024,user,2026-06-01 11:08:06,10.58.16.87,"Mumbai, IN",19.076,72.8777,project_share,token,success,62,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,94229,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,29,0.0,1.2348113176192907,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.26033317058103256,0.0007806285888870405,1,11.76,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000031,user_036,user,2026-06-01 11:11:45,10.18.152.18,"Mumbai, IN",19.076,72.8777,analytics_dashboard,password,success,139,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,321096,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,30,1.0,0.3190259432844924,0,0,0,0,0,entity,0,1,1,4,3,1,0.0,0.0,0,0.08377033096489941,0.000564016223832172,1,3.8,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000032,user_027,user,2026-06-01 11:12:00,10.201.121.207,"Tokyo, JP",35.6762,139.65,crm,token,success,89,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,54339,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,23,0.0,1.451284951690177,0,0,0,0,0,entity,0,2,1,3,2,1,0.0,0.0,0,0.21577091834615025,0.0003801203832085662,1,9.73,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000033,user_033,user,2026-06-01 11:16:44,10.238.200.201,"Singapore, SG",1.3521,103.8198,email,token,success,142,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,408590,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,27,1.0,0.7811060354323288,0,0,0,0,0,entity,0,1,1,2,1,1,0.0,0.0,0,0.0,0.0007806285888870405,1,0.04,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000034,user_025,user,2026-06-01 11:23:49,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,email,password,success,92,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,102152,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,29,2.0,1.100591247482217,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.24032294324793577,0.0002486724618618439,1,10.83,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000035,user_034,user,2026-06-01 11:43:59,10.49.75.56,"Tokyo, JP",35.6762,139.65,email,password,success,170,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,370733,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,27,1.0,0.6046218373680264,0,0,0,0,0,entity,0,1,1,2,1,1,0.0,0.0,0,0.0,0.003674327828969218,1,0.2,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000036,svc_053,service_account,2026-06-01 11:44:53,10.210.235.118,"Hyderabad, IN",17.385,78.4867,api_gateway,certificate,success,87,token_auth > api_read > api_write > logout,Linux-Server|service-agent,44959,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,25,0.0,0.8672209849159463,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.2583604925559451,0.00046528482691671224,1,11.65,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000037,user_008,user,2026-06-01 11:44:56,10.117.162.214,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,38,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,58848,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,29,1.0,1.4427591926329288,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.18703232326571972,0.0007806285888870405,1,8.46,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000038,user_003,user,2026-06-01 11:45:41,10.115.150.72,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,40,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,25081,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,32,1.0,1.52642894293733,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.20768809216373307,0.0009645244295106461,1,9.4,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000039,svc_054,service_account,2026-06-01 11:48:15,10.169.49.103,"Hyderabad, IN",17.385,78.4867,api_gateway,token,success,50,token_auth > api_read > api_write > logout,Linux-Server|service-agent,47695,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,0,32,3.0,1.3787408973708049,0,0,0,0,0,entity,0,1,1,6,5,1,0.0,0.0,0,0.6297015272966132,6.47766212382381e-05,1,20.0,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000040,device_063,edge_device,2026-06-01 11:51:53,10.169.21.73,"Tokyo, JP",35.6762,139.65,firmware_status,certificate,failure,0,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,370799,HTTPS,normal,0,none,Expected behavioural baseline,11,0,0,0,1,27,1.0,0.4909011814825291,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.8874236932710474,6.47766212382381e-05,0,39.94,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000041,user_004,user,2026-06-01 12:02:27,10.40.55.246,"New York, US",40.7128,-74.006,email,password,success,143,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,36591,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,29,0.0,1.4929865077697348,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.32658155360699065,0.0009645244295106461,1,14.75,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000042,user_019,user,2026-06-01 12:14:01,10.96.195.42,"Hyderabad, IN",17.385,78.4867,project_share,password,success,84,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,128939,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,27,2.0,0.8262933436726811,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.21314796447378492,0.0002486724618618439,1,9.61,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000043,svc_053,service_account,2026-06-01 12:19:03,10.210.235.118,"Hyderabad, IN",17.385,78.4867,database_read,certificate,success,107,token_auth > api_read > api_write > logout,Linux-Server|service-agent,81962,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,25,1.0,0.604987464679577,0,0,0,0,0,entity,0,2,1,3,2,1,0.0,0.0,0,0.09364466525843207,6.47766212382381e-05,1,4.22,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000044,user_027,user,2026-06-01 12:21:53,10.201.121.207,"Tokyo, JP",35.6762,139.65,crm,token,success,48,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,479860,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,23,1.0,1.6373873262726009,0,0,0,0,0,entity,0,1,1,4,3,1,0.0,0.0,0,0.17982785825675515,0.001572483636244134,1,8.18,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000045,user_028,user,2026-06-01 12:47:02,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,138,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,251525,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,28,0.5,0.3301129498732615,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.2733119860428721,0.0007806285888870405,1,12.34,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000046,user_038,user,2026-06-01 12:48:14,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,175,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,451802,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,25,1.0,1.0867369180465605,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.13642849118457018,0.003771423727939003,1,6.35,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000047,user_010,user,2026-06-01 12:51:05,10.119.97.70,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,158,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,233263,HTTPS,normal,0,none,Expected behavioural baseline,12,0,0,0,0,28,2.0,0.0287320148958231,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.3449886552108602,6.47766212382381e-05,1,15.53,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000048,user_028,user,2026-06-01 13:19:56,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,150,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,399185,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,28,0.5,1.3780657851118088,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.30613870495317824,0.0009645244295106461,1,13.83,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000049,user_030,user,2026-06-01 13:28:26,10.119.63.224,"Delhi, IN",28.6139,77.209,employee_portal,password,success,110,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,102547,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,34,1.0,0.7106891406472935,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.13413966364588514,0.0009645244295106461,1,6.09,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000050,user_004,user,2026-06-01 13:29:15,10.40.55.246,"New York, US",40.7128,-74.006,employee_portal,token,success,17,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,31497,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,29,1.0,1.5361982877162066,0,0,0,0,0,entity,0,1,1,2,1,1,0.0,0.0,0,0.07763110218632471,0.0007806285888870405,1,3.54,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000051,user_033,user,2026-06-01 13:29:26,10.238.200.201,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,152,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,475500,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,27,1.0,1.247959735159679,0,0,0,0,0,entity,0,1,1,3,2,1,0.0,0.0,0,0.013579903701475809,0.000564016223832172,1,0.64,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000052,device_057,edge_device,2026-06-01 13:31:51,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,38,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,203988,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,29,1.0,0.537615801647815,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.14384353169243755,0.00046528482691671224,1,6.5,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000053,user_038,user,2026-06-01 13:38:18,10.53.171.184,"New York, US",40.7128,-74.006,project_share,password,success,19,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,379506,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,25,0.0,0.5580525119103219,0,0,0,0,0,entity,0,2,1,2,1,1,0.0,0.0,0,0.27345820132064663,0.0009645244295106461,1,12.36,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000054,svc_051,service_account,2026-06-01 13:38:49,10.7.45.189,"Delhi, IN",28.6139,77.209,database_read,certificate,success,56,token_auth > api_read > api_write > logout,Linux-Server|service-agent,307886,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,28,1.0,0.0081883510239839,0,0,0,0,0,entity,0,1,1,1,0,1,0.0,0.0,0,0.2875526873837003,0.00046528482691671224,1,12.97,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000055,user_036,user,2026-06-01 13:41:21,10.18.152.18,"Mumbai, IN",19.076,72.8777,email,password,success,85,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,456939,HTTPS,normal,0,none,Expected behavioural baseline,13,0,0,0,0,30,3.0,1.2825726719145767,0,0,0,0,0,entity,0,1,1,5,4,1,0.0,0.0,0,0.4855651910539049,0.00958037544002544,1,20.0,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
